tourist_id,timestamp,latitude,longitude,zone_type,planned_route,battery_level,network_status,status,hour,minute,delta_lat,delta_lon,zone_encoded,cluster,risk,next_risk
T001,2025-09-08 10:06:00,18.515013945900844,73.86180668677216,Safe,Shaniwar Wada,98.49,Good,Normal,10,6,-0.0027564037426337507,0.010751054997172105,2,-1,Restricted,Restricted
T001,2025-09-08 10:06:30,18.51825796316052,73.8622532556509,High-Risk,Lal Mahal,97.5,Poor,Normal,10,6,0.003244017259675047,0.0004465688787433919,0,-1,Restricted,Safe
T001,2025-09-08 10:07:00,18.512327117182203,73.85965752167169,Safe,Pataleshwar Caves,97.73,Good,Normal,10,7,-0.005930845978316057,-0.002595733979205761,2,108,Safe,Restricted
T001,2025-09-08 10:07:30,18.52450500435869,73.84703736601352,Safe,Pataleshwar Caves,98.65,Good,Normal,10,7,0.012177887176488156,-0.012620155658169097,2,-1,Restricted,Restricted
T001,2025-09-08 10:08:00,18.52102659825147,73.86477474480283,High-Risk,Aga Khan Palace,96.86,Lost,Normal,10,8,-0.0034784061072201666,0.017737378789306035,0,-1,Restricted,Restricted
T001,2025-09-08 10:08:30,18.52837187914421,73.8629216056917,Safe,Sinhagad Fort,97.63,Good,Normal,10,8,0.0073452808927392255,-0.001853139111133828,2,-1,Restricted,Restricted
T001,2025-09-08 10:09:00,18.52064176206929,73.84770615783243,Safe,Shaniwar Wada,98.66,Poor,Normal,10,9,-0.007730117074920884,-0.015215447859262099,2,-1,Restricted,Restricted
T001,2025-09-08 10:09:30,18.515219077388952,73.86255486264466,Safe,Pataleshwar Caves,98.01,Good,Normal,10,9,-0.005422684680336687,0.014848704812223446,2,-1,Restricted,Safe
T001,2025-09-08 10:10:00,18.52397255584207,73.8498807364521,Safe,Shaniwar Wada,97.12,Poor,Normal,10,10,0.008753478453119357,-0.012674126192550261,2,2,Safe,Safe
T001,2025-09-08 10:10:30,18.52833806791353,73.85464887397885,Safe,Aga Khan Palace,97.89,Poor,Normal,10,10,0.004365512071458966,0.004768137526738769,2,60,Safe,Safe
T001,2025-09-08 10:11:00,18.51191113571762,73.85357283496596,Safe,Pataleshwar Caves,96.63,Good,Normal,10,11,-0.01642693219590896,-0.0010760390128865538,2,80,Safe,Restricted
T001,2025-09-08 10:11:30,18.51961718412856,73.85808327368348,Safe,Shaniwar Wada,96.06,Good,Normal,10,11,0.007706048410938138,0.004510438717517218,2,-1,Restricted,Restricted
T001,2025-09-08 10:12:00,18.51820270803115,73.85663621069087,Safe,Shaniwar Wada,97.62,Poor,Normal,10,12,-0.0014144760974090786,-0.0014470629926108813,2,-1,Restricted,Restricted
T001,2025-09-08 10:12:30,18.519951603652856,73.86469620454035,Safe,Aga Khan Palace,95.44,Good,Normal,10,12,0.0017488956217057705,0.008059993849485636,2,-1,Restricted,Restricted
T001,2025-09-08 10:13:00,18.516212073231177,73.85332284371465,Safe,Aga Khan Palace,96.88,Lost,Normal,10,13,-0.0037395304216794045,-0.011373360825700729,2,-1,Restricted,Restricted
T001,2025-09-08 10:13:30,18.517477287642272,73.85042572389628,Safe,Aga Khan Palace,97.81,Good,Normal,10,13,0.0012652144110951724,-0.002897119818371152,2,-1,Restricted,Restricted
T001,2025-09-08 10:14:00,18.529040131705173,73.84801258034715,High-Risk,Aga Khan Palace,98.29,Good,Normal,10,14,0.011562844062900979,-0.0024131435491341335,0,-1,Restricted,Restricted
T001,2025-09-08 10:14:30,18.5270165638302,73.85211452405932,Safe,Pataleshwar Caves,95.49,Good,Normal,10,14,-0.0020235678749749297,0.004101943712171874,2,-1,Restricted,Restricted
T001,2025-09-08 10:15:00,18.523052146607935,73.86021224888073,Restricted,Aga Khan Palace,98.12,Good,Normal,10,15,-0.003964417222263705,0.008097724821411134,1,-1,Restricted,Restricted
T001,2025-09-08 10:15:30,18.516912348889477,73.86594528813112,High-Risk,Shaniwar Wada,96.38,Poor,Normal,10,15,-0.006139797718457629,0.005733039250387151,0,-1,Restricted,Restricted
T001,2025-09-08 10:16:00,18.52425909503086,73.86609030824484,Safe,Sinhagad Fort,96.12,Good,Normal,10,16,0.00734674614138342,0.00014502011372030665,2,-1,Restricted,Restricted
T001,2025-09-08 10:16:30,18.51396771622494,73.86004871875498,Safe,Aga Khan Palace,94.17,Good,Normal,10,16,-0.01029137880592046,-0.006041589489854005,2,-1,Restricted,Safe
T001,2025-09-08 10:17:00,18.51447395830257,73.85235623206063,Safe,Aga Khan Palace,96.6,Good,Normal,10,17,0.0005062420776305032,-0.007692486694352851,2,3,Safe,Restricted
T001,2025-09-08 10:17:30,18.51391993543991,73.86420706213146,Safe,Shaniwar Wada,94.74,Poor,Normal,10,17,-0.0005540228626585986,0.0118508300708271,2,-1,Restricted,Restricted
T001,2025-09-08 10:18:00,18.520051639976717,73.86047920662158,Safe,Pataleshwar Caves,97.46,Poor,Normal,10,18,0.006131704536805671,-0.0037278555098794186,2,-1,Restricted,Restricted
T001,2025-09-08 10:18:30,18.51720619872838,73.85600961982108,High-Risk,Shaniwar Wada,97.11,Poor,Normal,10,18,-0.0028454412483363,-0.004469586800496472,0,-1,Restricted,Restricted
T001,2025-09-08 10:19:00,18.520752214266675,73.84754616580214,Safe,Shaniwar Wada,97.88,Good,Normal,10,19,0.003546015538294256,-0.008463454018937,2,-1,Restricted,Restricted
T001,2025-09-08 10:19:30,18.5252725427861,73.86099496621777,Safe,Lal Mahal,94.74,Good,Normal,10,19,0.004520328519426187,0.013448800415631013,2,-1,Restricted,Restricted
T001,2025-09-08 10:20:00,18.519673877394744,73.85623583915326,Safe,Pataleshwar Caves,96.32,Good,Normal,10,20,-0.005598665391357116,-0.004759127064517088,2,-1,Restricted,Restricted
T001,2025-09-08 10:20:30,18.53011843599312,73.85596537667335,Safe,Aga Khan Palace,95.39,Good,Normal,10,20,0.010444558598376119,-0.0002704624799036992,2,-1,Restricted,Restricted
T001,2025-09-08 10:21:00,18.5240174773882,73.84959200158688,Safe,Sinhagad Fort,93.09,Poor,Normal,10,21,-0.006100958604921658,-0.0063733750864685135,2,-1,Restricted,Restricted
T001,2025-09-08 10:21:30,18.520894417635347,73.85212533733483,Safe,Pataleshwar Caves,94.38,Poor,Normal,10,21,-0.0031230597528519866,0.0025333357479411234,2,-1,Restricted,Restricted
T001,2025-09-08 10:22:00,18.528695383475863,73.86095267154181,High-Risk,Pataleshwar Caves,96.33,Good,Normal,10,22,0.007800965840516483,0.008827334206984006,0,-1,Restricted,Restricted
T001,2025-09-08 10:22:30,18.51078280481984,73.85604255830432,High-Risk,Pataleshwar Caves,94.97,Good,Normal,10,22,-0.01791257865602347,-0.0049101132374858025,0,-1,Restricted,Restricted
T001,2025-09-08 10:23:00,18.51615863698752,73.85722094619933,Safe,Shaniwar Wada,93.7,Good,Normal,10,23,0.005375832167679562,0.0011783878950097915,2,-1,Restricted,Safe
T001,2025-09-08 10:23:30,18.51640609383821,73.86147112713749,Safe,Aga Khan Palace,93.49,Good,Normal,10,23,0.0002474568506904973,0.004250180938157655,2,4,Safe,Restricted
T001,2025-09-08 10:24:00,18.5250862087651,73.85763096743513,High-Risk,Pataleshwar Caves,93.56,Poor,Normal,10,24,0.00868011492688936,-0.0038401597023636214,0,-1,Restricted,Restricted
T001,2025-09-08 10:24:30,18.52400036083294,73.84822360535888,High-Risk,Aga Khan Palace,90.23,Good,Normal,10,24,-0.0010858479321598224,-0.009407362076245818,0,-1,Restricted,Restricted
T001,2025-09-08 10:25:00,18.524557461577945,73.8574980287926,High-Risk,Shaniwar Wada,92.84,Good,Normal,10,25,0.0005571007450058119,0.0092744234337232,0,-1,Restricted,Safe
T001,2025-09-08 10:25:30,18.51484171324693,73.85566378368836,Safe,Shaniwar Wada,92.94,Good,Normal,10,25,-0.00971574833101485,-0.0018342451042485663,2,73,Safe,Safe
T001,2025-09-08 10:26:00,18.52915868158593,73.85531954315539,Safe,Lal Mahal,94.63,Good,Normal,10,26,0.014316968338999203,-0.0003442405329678877,2,5,Safe,Restricted
T001,2025-09-08 10:26:30,18.514964419646976,73.86025926698301,Safe,Sinhagad Fort,93.65,Good,Normal,10,26,-0.0141942619389539,0.004939723827618536,2,-1,Restricted,Restricted
T001,2025-09-08 10:27:00,18.52614292866341,73.86595953906794,High-Risk,Aga Khan Palace,92.3,Good,Normal,10,27,0.011178509016435356,0.0057002720849368416,0,-1,Restricted,Restricted
T001,2025-09-08 10:27:30,18.513720542313727,73.85277952481512,Safe,Sinhagad Fort,90.07,Good,Normal,10,27,-0.012422386349683734,-0.01318001425282489,2,-1,Restricted,Restricted
T001,2025-09-08 10:28:00,18.520806758209027,73.85716333311707,Restricted,Pataleshwar Caves,94.97,Poor,Normal,10,28,0.0070862158952991194,0.0043838083019522855,1,-1,Restricted,Safe
T001,2025-09-08 10:28:30,18.517476732717856,73.85231084238346,Safe,Pataleshwar Caves,92.67,Good,Normal,10,28,-0.003330025491170119,-0.004852490733611603,2,6,Safe,Restricted
T001,2025-09-08 10:29:00,18.524707759504377,73.86663255495318,High-Risk,Sinhagad Fort,91.93,Poor,Normal,10,29,0.007231026786520545,0.01432171256972481,0,-1,Restricted,Restricted
T001,2025-09-08 10:29:30,18.52161371591009,73.85943505067634,High-Risk,Pataleshwar Caves,93.66,Poor,Normal,10,29,-0.0030940435942881095,-0.007197504276845734,0,-1,Restricted,Safe
T001,2025-09-08 10:30:00,18.526934621078425,73.86435083837063,Safe,Aga Khan Palace,91.63,Poor,Normal,10,30,0.005320905168336054,0.004915787694287133,2,7,Safe,Restricted
T001,2025-09-08 10:30:30,18.51187231983145,73.86371076720978,Safe,Pataleshwar Caves,92.51,Poor,Normal,10,30,-0.015062301246974386,-0.0006400711608449683,2,-1,Restricted,Restricted
T001,2025-09-08 10:31:00,18.51570134230736,73.85661540695644,Safe,Sinhagad Fort,88.37,Good,Normal,10,31,0.003829022475908772,-0.007095360253345007,2,-1,Restricted,Safe
T001,2025-09-08 10:31:30,18.518000442707365,73.85321611832501,Safe,Shaniwar Wada,88.57,Good,Normal,10,31,0.0022991004000054716,-0.0033992886314280213,2,8,Safe,Restricted
T001,2025-09-08 10:32:00,18.521966948777912,73.8585236805666,Restricted,Pataleshwar Caves,95.65,Good,Normal,10,32,0.003966506070547382,0.005307562241597452,1,-1,Restricted,Restricted
T001,2025-09-08 10:32:30,18.51571735929382,73.8532781771285,Safe,Lal Mahal,88.92,Good,Normal,10,32,-0.006249589484092155,-0.005245503438104038,2,-1,Restricted,Restricted
T001,2025-09-08 10:33:00,18.527321758030958,73.85267566975853,Restricted,Aga Khan Palace,94.55,Good,Normal,10,33,0.0116043987371377,-0.0006025073699760242,1,-1,Restricted,Safe
T001,2025-09-08 10:33:30,18.52117040074734,73.85578261986726,Safe,Shaniwar Wada,87.65,Good,Normal,10,33,-0.006151357283616932,0.0031069501087301887,2,99,Safe,Safe
T001,2025-09-08 10:34:00,18.524843949954217,73.8489218935695,Safe,Aga Khan Palace,95.69,Lost,Normal,10,34,0.0036735492068764586,-0.006860726297759356,2,9,Safe,Restricted
T001,2025-09-08 10:34:30,18.523355177930355,73.84733124746928,Safe,Lal Mahal,96.47,Good,Normal,10,34,-0.001488772023861884,-0.0015906461002117567,2,-1,Restricted,Restricted
T001,2025-09-08 10:35:00,18.52464830989393,73.86090475192549,Restricted,Aga Khan Palace,94.6,Good,Normal,10,35,0.001293131963574723,0.013573504456203977,1,-1,Restricted,Restricted
T001,2025-09-08 10:35:30,18.51969157856352,73.86657930566795,Safe,Lal Mahal,89.97,Good,Normal,10,35,-0.004956731330409525,0.00567455374246606,2,-1,Restricted,Restricted
T001,2025-09-08 10:36:00,18.513038886792923,73.8588652180667,Safe,Shaniwar Wada,87.8,Good,Normal,10,36,-0.00665269177059713,-0.007714087601257802,2,-1,Restricted,Restricted
T001,2025-09-08 10:36:30,18.51669270766336,73.86629728299968,Safe,Lal Mahal,92.08,Poor,Normal,10,36,0.0036538208704364195,0.007432064932984872,2,-1,Restricted,Restricted
T001,2025-09-08 10:37:00,18.513842579957057,73.86329674881914,High-Risk,Lal Mahal,95.15,Poor,Normal,10,37,-0.002850127706302885,-0.003000534180543468,0,-1,Restricted,Restricted
T001,2025-09-08 10:37:30,18.525312231245746,73.8504015978027,Safe,Pataleshwar Caves,85.53,Good,Normal,10,37,0.01146965128868871,-0.012895151016437012,2,-1,Restricted,Restricted
T001,2025-09-08 10:38:00,18.52505496335433,73.85092669386687,High-Risk,Sinhagad Fort,88.29,Poor,Normal,10,38,-0.00025726789141700124,0.000525096064166064,0,-1,Restricted,Restricted
T001,2025-09-08 10:38:30,18.52531888848489,73.85916805595781,Safe,Aga Khan Palace,86.43,Good,Normal,10,38,0.00026392513056094913,0.008241362090942062,2,-1,Restricted,Restricted
T001,2025-09-08 10:39:00,18.51671591122397,73.85102156976579,Restricted,Sinhagad Fort,95.15,Good,Normal,10,39,-0.008602977260920852,-0.008146486192018187,1,-1,Restricted,Restricted
T001,2025-09-08 10:39:30,18.51387542606702,73.85953418359382,High-Risk,Lal Mahal,85.44,Good,Normal,10,39,-0.002840485156948347,0.00851261382803159,0,-1,Restricted,Restricted
T001,2025-09-08 10:40:00,18.52091353633837,73.86453885353171,Safe,Lal Mahal,94.27,Good,Normal,10,40,0.007038110271349041,0.0050046699378896164,2,-1,Restricted,Restricted
T001,2025-09-08 10:40:30,18.52452154758605,73.85574547789955,Restricted,Sinhagad Fort,87.64,Good,Normal,10,40,0.0036080112476817305,-0.00879337563216609,1,-1,Restricted,Restricted
T001,2025-09-08 10:41:00,18.51388704501028,73.8589995552611,Safe,Pataleshwar Caves,84.56,Good,Normal,10,41,-0.010634502575772586,0.0032540773615465923,2,-1,Restricted,Safe
T001,2025-09-08 10:41:30,18.513370056773518,73.86204762123747,Safe,Sinhagad Fort,89.86,Lost,Normal,10,41,-0.0005169882367610512,0.003048065976372527,2,10,Safe,Restricted
T001,2025-09-08 10:42:00,18.51425829373919,73.86571335678272,High-Risk,Aga Khan Palace,83.84,Poor,Normal,10,42,0.0008882369656717515,0.0036657355452547336,0,-1,Restricted,Restricted
T001,2025-09-08 10:42:30,18.511485825010045,73.8583474265295,Restricted,Sinhagad Fort,85.38,Lost,Normal,10,42,-0.002772468729144606,-0.0073659302532149695,1,-1,Restricted,Safe
T001,2025-09-08 10:43:00,18.52839048109031,73.8577717894553,Safe,Sinhagad Fort,87.32,Poor,Normal,10,43,0.016904656080264147,-0.00057563707420627,2,11,Safe,Restricted
T001,2025-09-08 10:43:30,18.512950935202586,73.85129072562287,Safe,Lal Mahal,84.22,Good,Normal,10,43,-0.015439545887723227,-0.006481063832424638,2,-1,Restricted,Restricted
T001,2025-09-08 10:44:00,18.514766595241188,73.85186830873008,High-Risk,Sinhagad Fort,84.23,Good,Normal,10,44,0.0018156600386021182,0.0005775831072014626,0,-1,Restricted,Restricted
T001,2025-09-08 10:44:30,18.52082645172329,73.85631755822153,Safe,Aga Khan Palace,92.72,Good,Normal,10,44,0.006059856482103498,0.004449249491457863,2,-1,Restricted,Restricted
T001,2025-09-08 10:45:00,18.51630344790393,73.85725740477085,Safe,Shaniwar Wada,83.8,Good,Normal,10,45,-0.0045230038193615485,0.0009398465493148933,2,-1,Restricted,Safe
T001,2025-09-08 10:45:30,18.51452541006815,73.86259874651839,Safe,Shaniwar Wada,88.71,Poor,Normal,10,45,-0.001778037835780566,0.0053413417475383085,2,10,Safe,Restricted
T001,2025-09-08 10:46:00,18.51219210093605,73.8557522757513,Restricted,Shaniwar Wada,93.23,Good,Normal,10,46,-0.0023333091320978383,-0.006846470767086998,1,-1,Restricted,Restricted
T001,2025-09-08 10:46:30,18.51456400764588,73.84914611603769,Restricted,Pataleshwar Caves,86.73,Poor,Normal,10,46,0.002371906709829119,-0.006606159713612669,1,-1,Restricted,Restricted
T001,2025-09-08 10:47:00,18.511783601426195,73.85829303654775,Restricted,Shaniwar Wada,95.24,Good,Normal,10,47,-0.0027804062196850055,0.009146920510062273,1,-1,Restricted,Safe
T001,2025-09-08 10:47:30,18.51619880655762,73.85959929794197,Safe,Aga Khan Palace,93.86,Good,Normal,10,47,0.004415205131426347,0.0013062613942196322,2,12,Safe,Safe
T001,2025-09-08 10:48:00,18.52784169548061,73.86206117595152,Safe,Lal Mahal,92.92,Poor,Normal,10,48,0.011642888922988703,0.0024618780095551074,2,13,Safe,Restricted
T001,2025-09-08 10:48:30,18.528382340544702,73.86197484301697,Safe,Lal Mahal,92.64,Lost,Normal,10,48,0.0005406450640919047,-8.633293455773128e-05,2,-1,Restricted,Restricted
T001,2025-09-08 10:49:00,18.51842533235819,73.85664562050245,Safe,Pataleshwar Caves,88.11,Good,Normal,10,49,-0.009957008186511018,-0.005329222514518506,2,-1,Restricted,Restricted
T001,2025-09-08 10:49:30,18.522617952752157,73.86530722547027,Safe,Lal Mahal,94.58,Lost,Normal,10,49,0.004192620393965285,0.008661604967826975,2,-1,Restricted,Safe
T001,2025-09-08 10:50:00,18.51129958815624,73.85847444143187,Safe,Lal Mahal,86.01,Good,Normal,10,50,-0.011318364595915398,-0.00683278403840859,2,75,Safe,Restricted
T001,2025-09-08 10:50:30,18.521753946596597,73.86434508833435,Safe,Pataleshwar Caves,86.96,Good,Normal,10,50,0.010454358440355804,0.005870646902479848,2,-1,Restricted,Restricted
T001,2025-09-08 10:51:00,18.528470671224333,73.85156689005784,Safe,Shaniwar Wada,82.09,Good,Normal,10,51,0.006716724627736426,-0.012778198276507169,2,-1,Restricted,Restricted
T001,2025-09-08 10:51:30,18.519794432274736,73.86494127043484,Safe,Pataleshwar Caves,89.83,Good,Normal,10,51,-0.008676238949597348,0.013374380377001671,2,-1,Restricted,Safe
T001,2025-09-08 10:52:00,18.523914782372607,73.86379913272073,Safe,Sinhagad Fort,80.69,Good,Normal,10,52,0.0041203500978710395,-0.0011421377141118683,2,14,Safe,Safe
T001,2025-09-08 10:52:30,18.522406438540408,73.8592955625911,Safe,Pataleshwar Caves,84.06,Good,Normal,10,52,-0.0015083438321994436,-0.004503570129628542,2,15,Safe,Restricted
T001,2025-09-08 10:53:00,18.5111192511479,73.85969429997778,Safe,Lal Mahal,91.32,Good,Normal,10,53,-0.011287187392508002,0.0003987373866749522,2,-1,Restricted,Restricted
T001,2025-09-08 10:53:30,18.514899361232043,73.84902432826732,High-Risk,Aga Khan Palace,91.78,Good,Normal,10,53,0.003780110084143473,-0.010669971710456139,0,-1,Restricted,Restricted
T001,2025-09-08 10:54:00,18.526684891417187,73.8551108434442,Safe,Lal Mahal,81.88,Poor,Normal,10,54,0.0117855301851435,0.006086515176875196,2,-1,Restricted,Restricted
T001,2025-09-08 10:54:30,18.528961328135853,73.86098333096044,Restricted,Shaniwar Wada,78.48,Good,Normal,10,54,0.00227643671866673,0.005872487516242586,1,-1,Restricted,Restricted
T001,2025-09-08 10:55:00,18.51430806315041,73.85025519284021,Safe,Pataleshwar Caves,88.93,Good,Normal,10,55,-0.014653264985444281,-0.010728138120228436,2,-1,Restricted,Restricted
T001,2025-09-08 10:55:30,18.529148350200856,73.85266968258665,Safe,Aga Khan Palace,94.04,Good,Normal,10,55,0.014840287050446932,0.0024144897464424275,2,-1,Restricted,Restricted
T001,2025-09-08 10:56:00,18.521568458826344,73.86070780485875,Restricted,Aga Khan Palace,85.78,Good,Normal,10,56,-0.00757989137451176,0.008038122272097326,1,-1,Restricted,Safe
T001,2025-09-08 10:56:30,18.52666551871066,73.8623614027765,Safe,Shaniwar Wada,86.7,Good,Normal,10,56,0.00509705988431719,0.0016535979177518811,2,45,Safe,Restricted
T001,2025-09-08 10:57:00,18.518832391604256,73.85126461980076,High-Risk,Pataleshwar Caves,94.02,Good,Normal,10,57,-0.007833127106405158,-0.011096782975741348,0,-1,Restricted,Restricted
T001,2025-09-08 10:57:30,18.52723436674318,73.85880786077321,Safe,Pataleshwar Caves,91.68,Good,Normal,10,57,0.00840197513892349,0.007543240972452736,2,-1,Restricted,Restricted
T001,2025-09-08 10:58:00,18.523170342508276,73.85723211493317,High-Risk,Pataleshwar Caves,77.31,Good,Normal,10,58,-0.004064024234903485,-0.0015757458400429414,0,-1,Restricted,Restricted
T001,2025-09-08 10:58:30,18.52286664333211,73.85394376366186,Safe,Sinhagad Fort,77.11,Poor,Normal,10,58,-0.00030369917616468456,-0.003288351271308443,2,-1,Restricted,Restricted
T001,2025-09-08 10:59:00,18.5234775372487,73.85580008024539,Safe,Aga Khan Palace,78.67,Poor,Normal,10,59,0.0006108939165869742,0.001856316583527473,2,-1,Restricted,Restricted
T001,2025-09-08 10:59:30,18.528537309585207,73.84812151828515,Restricted,Lal Mahal,76.89,Good,Normal,10,59,0.005059772336508672,-0.00767856196023331,1,-1,Restricted,Restricted
T001,2025-09-08 11:00:00,18.513033628874304,73.85105786455978,Safe,Pataleshwar Caves,83.07,Good,Normal,11,0,-0.015503680710903467,0.002936346274623247,2,-1,Restricted,Restricted
T001,2025-09-08 11:00:30,18.5238896488348,73.86585180664075,Safe,Sinhagad Fort,76.85,Good,Normal,11,0,0.0108560199604959,0.014793942080970623,2,-1,Restricted,Restricted
T001,2025-09-08 11:01:00,18.515626723234902,73.84861104508629,Restricted,Aga Khan Palace,92.41,Good,Normal,11,1,-0.008262925599897386,-0.017240761554461415,1,-1,Restricted,Restricted
T001,2025-09-08 11:01:30,18.52602048146628,73.85179906140857,Safe,Pataleshwar Caves,83.36,Lost,Normal,11,1,0.010393758231376893,0.0031880163222837155,2,-1,Restricted,Restricted
T001,2025-09-08 11:02:00,18.51278838432821,73.86239651923907,Safe,Aga Khan Palace,89.63,Good,Normal,11,2,-0.01323209713806861,0.01059745783049948,2,-1,Restricted,Restricted
T001,2025-09-08 11:02:30,18.52197646995038,73.85826450575382,Safe,Aga Khan Palace,85.48,Good,Normal,11,2,0.00918808562217066,-0.004132013485246944,2,-1,Restricted,Restricted
T001,2025-09-08 11:03:00,18.514315816776488,73.86623398356723,Safe,Sinhagad Fort,80.75,Good,Normal,11,3,-0.007660653173893195,0.007969477813404069,2,-1,Restricted,Restricted
T001,2025-09-08 11:03:30,18.51724168748646,73.86009152188372,Safe,Shaniwar Wada,81.07,Good,Normal,11,3,0.0029258707099728554,-0.006142461683509737,2,-1,Restricted,Restricted
T001,2025-09-08 11:04:00,18.529755526238432,73.8553080693648,High-Risk,Pataleshwar Caves,90.28,Lost,Normal,11,4,0.012513838751971207,-0.004783452518921649,0,-1,Restricted,Restricted
T001,2025-09-08 11:04:30,18.52963667537774,73.85109232176579,Safe,Aga Khan Palace,83.78,Good,Normal,11,4,-0.0001188508606908556,-0.004215747599005226,2,-1,Restricted,Restricted
T001,2025-09-08 11:05:00,18.511873709069427,73.8650415528823,Safe,Shaniwar Wada,81.98,Good,Normal,11,5,-0.01776296630831453,0.013949231116512806,2,-1,Restricted,Restricted
T001,2025-09-08 11:05:30,18.52626631705997,73.8598659750357,Safe,Aga Khan Palace,81.58,Good,Normal,11,5,0.014392607990544093,-0.005175577846600277,2,-1,Restricted,Restricted
T001,2025-09-08 11:06:00,18.52241818104164,73.85506266397213,High-Risk,Sinhagad Fort,87.98,Good,Normal,11,6,-0.0038481360183304503,-0.004803311063568572,0,-1,Restricted,Restricted
T001,2025-09-08 11:06:30,18.512835386330103,73.846779677832,Restricted,Pataleshwar Caves,84.88,Poor,Normal,11,6,-0.009582794711537446,-0.008282986140130788,1,-1,Restricted,Restricted
T001,2025-09-08 11:07:00,18.51329965569625,73.84705629770497,Safe,Shaniwar Wada,85.83,Good,Normal,11,7,0.00046426936614807346,0.0002766198729631242,2,-1,Restricted,Restricted
T001,2025-09-08 11:07:30,18.521101082093644,73.85428443403542,Safe,Aga Khan Palace,89.44,Lost,Normal,11,7,0.0078014263973926745,0.007228136330454049,2,-1,Restricted,Restricted
T001,2025-09-08 11:08:00,18.527675873424183,73.85657111612643,Restricted,Sinhagad Fort,86.81,Good,Normal,11,8,0.006574791330539398,0.0022866820910110164,1,-1,Restricted,Restricted
T001,2025-09-08 11:08:30,18.51152043570168,73.84717637790138,Restricted,Lal Mahal,74.51,Good,Normal,11,8,-0.016155437722503052,-0.009394738225054766,1,-1,Restricted,Restricted
T001,2025-09-08 11:09:00,18.524287065297067,73.86639799467464,Safe,Pataleshwar Caves,78.1,Good,Normal,11,9,0.012766629595386547,0.019221616773265282,2,-1,Restricted,Restricted
T001,2025-09-08 11:09:30,18.5295439737629,73.85932955474485,Safe,Aga Khan Palace,86.04,Good,Normal,11,9,0.005256908465835153,-0.007068439929796,2,-1,Restricted,Restricted
T001,2025-09-08 11:10:00,18.52333081954467,73.86031429242033,Safe,Aga Khan Palace,82.18,Good,Normal,11,10,-0.006213154218229988,0.0009847376754805737,2,-1,Restricted,Restricted
T001,2025-09-08 11:10:30,18.52522280825785,73.85581083169946,Restricted,Shaniwar Wada,89.65,Good,Normal,11,10,0.0018919887131794155,-0.004503460720869157,1,-1,Restricted,Restricted
T001,2025-09-08 11:11:00,18.52976919960806,73.86189304166642,Safe,Sinhagad Fort,88.2,Good,Normal,11,11,0.004546391350210399,0.006082209966962182,2,-1,Restricted,Restricted
T001,2025-09-08 11:11:30,18.511904630278924,73.86641676784632,High-Risk,Aga Khan Palace,81.09,Good,Normal,11,11,-0.017864569329137936,0.0045237261798973805,0,-1,Restricted,Restricted
